posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 10-Mar-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Senior Material Planner,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 2-Mar-22,Dell Global Business Center Sdn Bhd,Supply Chain Senior Analyst,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 8-Mar-22,Jora Jobs,Production Supervisor,,Senior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Management Trainee,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Human Resources Management / Consulting,1 - 50 Employees
Posted on 13-Mar-22,Mega Bio Enterprise,Water Filter Technician,"MYR 1,800 - MYR 3,200",Senior Executive,Primary/Secondary School/O Level,2 years,Full-Time,"Others,General Work",Retail / Merchandise,1 - 50 Employees
Posted on 4-Mar-22,AGCO GSI (Malaysia) Sdn Bhd,Inventory Planner,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 3-Mar-22,ITW Meritex Sdn Bhd,Shipping Coordinator,,Junior Executive,Not Specified,1 year,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,501 - 1000 Employees
Posted on 14-Mar-22,Jora Jobs,"Mechanic European Truck (Scania, Volvo, Mecerdes)",,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Others,General Work",Human Resources Management / Consulting,1 - 50 Employees
Posted on 2-Mar-22,Aemulus Corporation Sdn Bhd,Logistic Intern,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Services,Logistics/Supply Chain",Electrical & Electronics,51 - 200 Employees
Posted 10 hours ago,Agilent Technologies LDA Malaysia Sdn. Bhd.,Semiconductor Industry Analyst Engineer,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,501 - 1000 Employees
Posted on 3-Mar-22,SANMINA-SCI SYSTEMS (MALAYSIA) SDN BHD,WAREHOUSE SUPERVISOR,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1001 - 2000 Employees
Posted on 7-Mar-22,Round-The-World Logistics Corp (M) Sdn Bhd,Sales Executive,"MYR 3,000 - MYR 5,000",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 13-Mar-22,Jabil Circuit Sdn Bhd,Jabil Open Interview - Planner,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 12-Mar-22,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,Production Planner (SAP) - US MNC Company,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",5 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 11-Mar-22,Company Confidential,SALES OFFICER,"MYR 2,200 - MYR 2,800",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",3 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",,
Posted 9 hours ago,Ivy Technology Global Services Malaysia Sdn. Bhd.,Planner - China Region,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,201 - 500 Employees
Posted 19 hours ago,Jora Jobs,Store Keeper / Supervisor,,Senior Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Warehouse Assistant,,Junior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 10-Mar-22,ITW Meritex Sdn Bhd,Store Specialist,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 10-Mar-22,INVENTEC APPLIANCES (MALAYSIA) SDN. BHD.,Logistic Shipping Executive,"MYR 2,800 - MYR 4,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,501 - 1000 Employees
Posted on 9-Mar-22,Teong Huat Medical Sdn Bhd,Purchasing & Sourcing Officer ( 采购行政员),,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",BioTechnology/Pharmaceutical/Clinical research,51 - 200 Employees
Posted on 10-Mar-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Manufacturing Delivery Manager,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 13-Mar-22,WINWAY INTERCONNECT TECHNOLOGY (M) SDN BHD,CS Planner,,Entry Level,Not Specified,1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Electrical & Electronics,51 - 200 Employees
Posted on 11-Mar-22,QDOS Flexcircuits Sdn. Bhd.,MATERIAL PLANNING SECTION HEAD,"MYR 4,500 - MYR 6,300",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 8-Mar-22,Company Confidential,Material Management Executive,"MYR 3,000 - MYR 5,000",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 21 hours ago,Jabil Circuit Sdn Bhd,Buyer (Open to Fresh Graduate),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Calctronic Technology Sdn Bhd,Purchasing Clerk,"MYR 1,600 - MYR 2,000",Non-Executive,Not Specified,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1 - 50 Employees
Posted on 12-Mar-22,Jora Jobs,Purchasing Officer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 10-Mar-22,INVENTEC APPLIANCES (MALAYSIA) SDN. BHD.,Production Planner,"MYR 3,000 - MYR 4,300",Entry Level,Not Specified,1 year,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 10-Mar-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Global S&OP Analyst,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 6-Mar-22,BYD Electronics (M) Sdn Bhd,Logistic Executive,"MYR 3,000 - MYR 5,000",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,201 - 500 Employees
Posted on 14-Mar-22,Company Confidential,"Production Planning  Manager (Based in Kulim High Tech Park, Kedah)",,Manager,Not Specified,5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 21 hours ago,Jora Jobs,Storehand/ Store Keeper,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Sales/Marketing,Retail Sales",Human Resources Management / Consulting,1 - 50 Employees
Posted on 11-Mar-22,WPG Holdings,"Service Support Officer (CSR, Contract One Year)",,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",1 year,Contract,"Admin/Human Resources,Clerical/Administrative Support",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 3-Mar-22,Stratus Automation Sdn Bhd,Production Coordinator,"MYR 3,000 - MYR 5,000",Junior Executive,Not Specified,2 years,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,201 - 500 Employees
Posted 21 hours ago,One Structure Sdn Bhd,Admin cum HR Executive,"MYR 2,500 - MYR 3,500",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Architectural Services / Interior Designing,1 - 50 Employees
Posted on 2-Mar-22,BizLink Technology (S.E.A) Sdn. Bhd.,PLANNER (FRESH GRADUATES WELCOME),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,501 - 1000 Employees
Posted on 9-Mar-22,Ambu Sdn Bhd,Industrial Trainee -- Procurement / Purchasing (Intern),,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted on 8-Mar-22,Matthews International Malaysia Sdn. Bhd. (formerly known as Schawk Imaging),PPM Coordinator,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Services,Customer Service",Arts / Design / Fashion,501 - 1000 Employees
Posted on 14-Mar-22,Jora Jobs,Operator,,Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 4-Mar-22,Bossard (M) Sdn. Bhd.,Procurement Buyer,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,51 - 200 Employees
Posted on 8-Mar-22,Company Confidential,PROCUREMENT ASSISTANT,"MYR 2,100 - MYR 2,600",Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 3-Mar-22,Clarion (Malaysia) Sdn. Bhd.,Store Section Head,,Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 5-Mar-22,Jabil Circuit Sdn Bhd,Advanced Quality Planning Director,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",15 years,Full-Time,"Others,Others",Electrical & Electronics,More than 5000 Employees
Posted on 10-Mar-22,Jora Jobs,Production Shift Technician,,Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 8-Mar-22,Lean Giap Group of Companies,Planning Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Services,Logistics/Supply Chain",Polymer / Plastic / Rubber / Tyres,1 - 50 Employees
Posted on 10-Mar-22,Berjaya Starbucks Coffee Company Sdn Bhd,Hospitality Specialist,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Food & Beverage / Catering / Restaurant,2001 - 5000 Employees
Posted on 11-Mar-22,Knowles Electronics (M) Sdn. Bhd.,Knowles Apprentice Scheme,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Engineering,Electrical",Electrical & Electronics,2001 - 5000 Employees
Posted on 13-Mar-22,Jabil Circuit Sdn Bhd,Jabil Open Interview - EC Coordinator,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",2 years,Full-Time,"Engineering,Other Engineering",Electrical & Electronics,More than 5000 Employees
Posted on 3-Mar-22,Mitsudell Sdn Bhd,Customer Service Asst,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Services,Customer Service",General & Wholesale Trading,1 - 50 Employees
Posted on 2-Mar-22,SAM Engineering & Equipment (M) Bhd,SCM Section Head,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,Company Confidential,Plant Manager,"MYR 9,000 - MYR 12,000",Senior Manager,Not Specified,5 years,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,Jora Jobs,GENERAL WORKER,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U",1 year,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 11-Mar-22,SIRVA RELOCATION MALAYSIA SDN.BHD.,Global Mobility Specialist - Temp,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Contract,"Services,Customer Service",Transportation / Logistics,51 - 200 Employees
Posted on 13-Mar-22,VERONA PLUS STONE SDN BHD,Lorry Driver,"MYR 1,300 - MYR 1,500",Non-Executive,Not Specified,1 year,Full-Time,"Others,General Work",Manufacturing / Production,1 - 50 Employees
Posted on 10-Mar-22,Maxonic Marketing Sdn Bhd,Store Clerk,"MYR 1,400 - MYR 2,300",Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Polymer / Plastic / Rubber / Tyres,51 - 200 Employees
Posted on 2-Mar-22,COHR Malaysia Sdn Bhd,Buyer II / Senior,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 2-Mar-22,Flex,Buyer (Northern region - remote work or home based),,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,More than 5000 Employees
Posted on 2-Mar-22,Hotayi Electronic (M) Sdn Bhd (Hotayi Group),Buyer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted on 8-Mar-22,Zebra Technologies (M) Sdn Bhd,"Technical Customer Support, Senior ( Korean Speaking) - (98757)",,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Services,Tech & Helpdesk Support",Computer / Information Technology (Software),More than 5000 Employees
Posted on 1-Mar-22,Far Asia Line Sdn Bhd,Customer service,"MYR 2,500 - MYR 3,800",Junior Executive,Not Specified,2 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 25-Feb-22,Microchip Operations (Malaysia) Sdn. Bhd,Scheduler,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 25-Feb-22,Micron Memory Malaysia Sdn Bhd,"Manager, AT ISM, CAT",,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 21-Feb-22,Clarion (Malaysia) Sdn. Bhd.,PURCHASING OFFICER,"MYR 3,000 - MYR 5,000",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 24-Feb-22,Micron Memory Malaysia Sdn Bhd,POM Tactical Planner,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 23-Feb-22,PMB Technology Berhad,Production Planing And Control Officer,"MYR 1,800 - MYR 2,700",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 23-Feb-22,Flex,Planner Scheduler - (WD132499),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Others,Others",Manufacturing / Production,More than 5000 Employees
Posted on 23-Feb-22,Flex,Planner Schedular - (WD132518),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Others,Others",Manufacturing / Production,More than 5000 Employees
Posted on 25-Feb-22,Micron Memory Malaysia Sdn Bhd,"Manager, AT ISM, SMT",,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 22-Feb-22,timesconsult,Logistic Executive @ MNC (1 Yr Contract Renewable),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,51 - 200 Employees
Posted on 25-Feb-22,Renesas Electronics (Penang) Sdn. Bhd  (formerly known as Integrated Device Tech,Shipping Handler / Store Admin Assistant,,Non-Executive,Not Specified,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 25-Feb-22,SEALED AIR (MALAYSIA) SDN. BHD.,Plant Manager,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",10 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,Dell Global Business Center Sdn Bhd,Data Analyst,,Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 25-Feb-22,Micron Memory Malaysia Sdn Bhd,Procurement Compliance Risk Program Manager,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",6 years,Full-Time,"Services,Lawyer/Legal Asst",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 21-Feb-22,Micron Memory Malaysia Sdn Bhd,AT ISM Supply Manager (Indirect Materials),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",6 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 3-Mar-22,Osadi Commercial Supplies Sdn Bhd,PRODUCTION MANAGER,"MYR 6,000 - MYR 8,000",Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,51 - 200 Employees
Posted on 10-Mar-22,Marrybrown Sdn Bhd,Crew Supervisor (Mydin Bukit Mertajam),"MYR 1,400 - MYR 1,500",Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,501 - 1000 Employees
Posted on 21-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Buyer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 6-Mar-22,VAT Manufacturing Malaysia Sdn Bhd,Microsoft D365 ERP Functional Consultant,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",4 years,Full-Time,"Computer/Information Technology,IT-Software",Manufacturing / Production,501 - 1000 Employees
Posted on 24-Feb-22,EPS Malaysia,Production Supervisor (Wood Manufacturer),"MYR 3,000 - MYR 5,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,201 - 500 Employees
Posted on 21-Feb-22,Le Champ Technology Sdn. Bhd.,Customer Service Officer,"MYR 3,000 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Electrical & Electronics,51 - 200 Employees
Posted on 4-Mar-22,Boston Scientific Medical Device (Malaysia) Sdn. Bhd.,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Engineering,Electrical",Manufacturing / Production,501 - 1000 Employees
Posted on 24-Feb-22,UST Global (M) Sdn Bhd,Buyer,"MYR 3,000 - MYR 4,500",Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt","Consulting (IT, Science, Engineering & Technical)",More than 5000 Employees
Posted on 26-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Commodity Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",10 years,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 9-Mar-22,6POINT CONSULTING SDN. BHD.,Business Development Manager - Logistic,"MYR 3,000 - MYR 5,000",Manager,Not Specified,5 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Human Resources Management / Consulting,1 - 50 Employees
Posted on 20-Feb-22,ViTrox Corporation Bhd / ViE Technologies Sdn Bhd,Procurement Executive,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted on 2-Mar-22,LS AGRO BIOTECH ENTERPRISE,Farm assistant (ornamental plant nursery & ornamental fish farm),"MYR 1,700 - MYR 1,900",Entry Level,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Sciences,Agriculture",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 23-Feb-22,Bullzen Sport (Malaysia) Sdn Bhd,Graphic Designer cum Event Planner,"MYR 2,500 - MYR 4,000",Senior Executive,Professional Certificate,3 years,Full-Time,"Arts/Media/Communications,Arts/Creative Design",Sports,1 - 50 Employees
Posted on 16-Feb-22,FASTRAIN TECHNOLOGY MALAYSIA SDN. BHD.,Logistics Officer,"MYR 2,500 - MYR 5,000",Junior Executive,Not Specified,5 years,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,51 - 200 Employees
Posted on 14-Feb-22,GDT SDN. BHD.,ASSISTANT / OPERATION MANAGER,"MYR 7,000 - MYR 9,800",Senior Executive,Not Specified,8 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,MUTIARA BERSATU ENTERPRISE,Storekeeper,"MYR 1,400 - MYR 2,200",Entry Level,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Master's Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 23-Feb-22,BAN HIN LEONG & CO SDN BHD,Sales Coordinator cum Admin Officer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Manufacturing",Accounting / Audit / Tax Services,
Posted on 17-Feb-22,Flash Express,District Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1001 - 2000 Employees
Posted on 14-Feb-22,Osadi Commercial Supplies Sdn Bhd,Senior Material Planner,"MYR 5,000 - MYR 7,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,51 - 200 Employees
Posted on 16-Feb-22,Opulent Solutions Sdn Bhd,Material Planner,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 22-Feb-22,Teleperformance Malaysia Sdn Bhd,Business Solution Director _China Market (Remote),,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",10 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Call Center/IT-Enabled Services/BPO,More than 5000 Employees
