"id","posted_date","company_name","job_title","salary","position_level","qualification","years_of_experience","job_type","job_specialisation","industry","company_size","job_description","min_qualification","min_qualification_broad"
2158,"Posted 12 hours ago","TAN KIAN HUAT FISHERY SDN BHD","GENERAL WORKER (LOADING & PACKAGING WORKS))","","Not Specified","Not Specified","","Full-Time","Sales/Marketing,Marketing/Business Dev","",NA,"Description,PEMPROSESAN PRODUK MAKANAN, PEMBUNKUSAN DAN LAIN LAIN KERJA YANG BERKAITAN,Company,Tan Kian Huat Fishery Sdn Bhd was started with a small scale family oriented business in 2002.,Our business started mainly with fishery product.,Tan Kian Huat Fishery plays as a main role of providing cold storage services, and supplying a wide range of quality frozen fishery products to local and oversea industry.,We’re specializes in supply of quality Halal frozen products such as Fishes, Shrimp, Prawn, Squid, Crab, Cockle, and Clams. Also, we’re providing the various kind of services to different customers from frozen, packing, glazing and cold room storage.,Our company have strictly practiced the FIFO, MESTI, HALAL, HACCP and, ISO 22000:2018 standards.,Tan Kian Huat Fishery continues to upgrade its productions capacities, and services with honesty, integrity and ethics.,-","Not Specified","Not Specified"
2166,"Posted on 23-Feb-22","FEDERAL OATS MILLS SDN. BHD.","LINE LEADER (PACKING DEPARTMENT)","","Non-Executive","Not Specified","2 years","Full-Time","Manufacturing,Manufacturing","Manufacturing / Production","51 - 200","To coordinate daily packing activities and ensure that packing operations run according to the established production specifications and quality requirements.,Assist in the daily job planning, organized and supervised sub-ordinates daily work activities.,Scheduling and planning of manpower and machines in packing department to meet targeted output, customer requirements and delivery schedules.,To ensure all the FSMS, GMP ,HACCP and HALAL requirements are strictly adhered to.,Daily approval of Quality Records and Production Reports for quality and yield monitoring.,Responsible for the sanitation arrangements and implementations in the Packing Department,Ensuring proper documentation of quality records in accordance to the retention periods as required in the ISO 22000 requirements.,Responsible for overall quality requirements and quality improvement for the Packing Department.,Carry out any other job responsibilities as delegated by Immediate Superior.,Ensuring the manufacturing processes and equipment used complies with FSMS, non-GMO/GMP/GHP, HALAL, FSSC standards and compliance to relevant customer, food safety requirement, legislative and regulatory of statutory requirement.","Not Specified","Not Specified"
2173,"Posted on 9-Mar-22","Jora Jobs","Lorry driver","","Non-Executive","Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate","1 year","Full-Time","Others,General Work","Human Resources Management / Consulting","1 - 50","Beukitch Cabinets Sdn Bhd,loading/unloading cabinet,stock check and check checklist,cleaning and maintain warehouse,help out in warehouse or site work,require gdl license for lorry 1 tonne only,require eager to learn products and responsible to the job","Primary/Secondary School/O Level","Low-skilled"
2178,"Posted on 15-Mar-22","STG Southernpak Enterprise Sdn.Bhd","Forklift Driver","MYR�2,000 - MYR�3,000","Junior Executive","Not Specified","1 year","Full-Time","Others,General Work","Manufacturing / Production","1 - 50","Jawatan : ,Forklift Driver,Gaji Permulaan : ,RM2000-3000 (berdasarkan pengalaman anda, boleh dirunding),Masa Kerja :, Isnin-Sabtu 8.30am-5.30pm, OT sekiranya diperlukan,Kerja Kelayakan : ,● Tamat SPM atau bersamaan,● Bersemangat bekerja  ,                                            ,Kemahiran & Pengetahuan	: ,● Gerakkan mesin termasuk mengemas,● Memperolehi lesen ""F"" atau ""H"",● Piawaian persembahan peribadi yang tinggi,● Individual yang boleh belajar cepat & melaksanakan pelbagai tugas","Not Specified","Not Specified"
2180,"Posted on 17-Mar-22","Hin Lim Furniture Manufacturer Sdn Bhd","Lorry Attendant","MYR�1,200 - MYR�2,000","Non-Executive","Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate","1 year","Full-Time","Others,General Work","General & Wholesale Trading","51 - 200","Job Description,Assist lorry driver in loading, delivery and unloading of goods to our customers.,Assist general warehouse daily task if necessary.,Other ad hoc duties as assigned by superior.,Job Requirement,Minimum SPM.,Good attendant.,Hardworking & reliable.,Good attitude, punctuality, responsible and with high sense of integrity.","Primary/Secondary School/O Level","Low-skilled"
2185,"Posted on 16-Mar-22","Jora Jobs","Assembly Operator","","Junior Executive","Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma","1 year","Full-Time","Manufacturing,Manufacturing","Human Resources Management / Consulting","1 - 50","UWC Holdings Sdn Bhd,Responsibilities as follows but not limited to : ,1              Report to Assembly Section Head or his assigned.,2              Support data collection for performance Improvement.,3              Keep record of scrap and coordinate disposal.,4              Work towards reduction of waste material and setup time.,5              Set production target for individual worker.,6              Support TPM Program and ensures subordinate work towards reducing down time.,7              Support process improvement towards efficiency and skill upgrading of subordinates.,8              Ensure quality, accuracy and timely readiness of goods produced.,9              Planned overtime work for subordinates where necessary.,10           Daily planning and report for subordinates work target and achievement.,11           Maintain good house keeping and 5'S.,12           Ensure tool and equipment traceability and accountable for its losses.,13           Daily update of material movement/transaction of work in progress as per PFR.,14           Responsible for subordinates safety and safe process in work place.,15           Coordinate daily material flow to ensure smooth operation of UWC's commitment.,16           Liase with Quality Department for quick turnaround of work in progress for clearance.,17           Provide training and motivation to subordinate.,18           Couduct daily morning meeting focusing on safety, quality, discipline and process efficiency.,19           Maintain consistent application of company policies, procedures and shop floor rules.,20           Adhere to all application Ocupational Safety and Health laws amd regulation as will as such standards, practices and procedures instituted by the Company.,21           Any other responsibility which may be assigned from time to time by Department Head.","Primary/Secondary School/O Level","Low-skilled"
2205,"Posted on 1-Mar-22","Flex","Customer Supply Chain Analyst - (WD132635)","","Junior Executive","Bachelor's Degree, Post Graduate Diploma, Professional Degree","","Full-Time","Others,Others","Manufacturing / Production","> 5000","At Flex, we welcome people of all backgrounds. Our employees thrive here by living our values: we support each other as we strive to find a better way, we move fast with discipline and purpose, and we do the right thing always. Through a respectful, inclusive and collaborative culture, a career at Flex offers the opportunity to make a difference, invest in your career growth and join our purpose -- to make great products that create value and improve people's lives.Job Summary,The ,Customer Supply Chain Analyst ,will be based in ,Prai, Penang,.,Here is a glimpse of what you'll do:,Manage the supplier profile setup for purchasing activity.,Manage material transfer between customer and inter-site.,Develop E&O Management - gather material liabilities information (excesses, obsolescence, etc. occurred during NPI stage),Maintain Engineering change (EC) management.,Manage NPI material management.,Track supply assurance management- localization, alternate suppliers, and parts.,Manage costed BOM management- roll the pricing for products.,Comprehend customer's contract and agreement on material management.,A front-line person to the customer in terms of materials.,Here is some of what you'll need:,Excellent facilitation and organizational skills required.,Must understand cost accounting, electronic component markets, price trends, and technologies.,A background in electronics manufacturing and a thorough understanding of the Original Equipment Manufacturing (OEM) product development process.,To perform the major job responsibilities the use of the following tools may be required: Office Skills: telephones, data entry, office software to include, word processing, spreadsheets, presentation packages, and database systems.,Ability to read, analyze and interpret general business periodicals, professional journals, technical procedures, or governmental regulations.,Ability to write reports, business correspondence, and procedure manuals.,Ability to effectively present information and respond to questions from groups of managers, clients, or customers.,Ability to calculate figures and amounts such as discounts, interest, commissions, proportions, and percentages.,Ability to interpret an extensive variety of technical instructions and deal with several abstract and concrete variables.,Here are a few of our preferred experiences:,Typically requires a bachelor's degree or equivalent experience,Typically requires a minimum of 2 years experience in finance, materials sourcing, commodity management or supply chain design/management or another related area.,Demonstrates advanced knowledge of functional concepts and a solid understanding of Flex policies and procedures. Has awareness of the functional impact upon work processes and other functions.,Here are a few examples of what you'll get for the great work you provide:,Medical benefits,Life Insurance,Paid Time Off,Bonuses,Job CategoryGlobal Procurement & Supply ChainFlex is an Equal Opportunity Employer and employment selection decisions are based on merit, qualifications, and abilities. We celebrate diversity and do not discriminate based on: age, race, religion, color, sex, national origin, marital status, sexual orientation, gender identity, veteran status, disability, pregnancy status, or any other status protected by law. We're happy to provide reasonable accommodations to those with a disability for assistance in the recruitment process. Please advise us of any accommodations you may need by e-mailing: ,[email protected]","Bachelor's Degree","High-skilled"
2217,"Posted on 23-Feb-22","HAN TE INDUSTRIES","Competent Operator For Scheduled  Waste Discharge","","Not Specified","Not Specified","","Full-Time","Manufacturing,Manufacturing","Manufacturing / Production","51 - 200","Job Responsibility,Responsible for the operation of the scheduled waste management , identification, classification and properties of scheduled wastes. Record keeping and reporting requirements.,Job Requirements,Job Benifits,EPF,SOCSO,Annual Leave,-","Not Specified","Not Specified"
2220,"Posted on 5-Mar-22","HONG SENG ASSEMBLY","Driver","","Not Specified","Not Specified","","Full-Time","Engineering,Mechanical","Automobile / Automotive Ancillary / Vehicle","201 - 500","Description,Cargo vehicle drivers operate vehicles such as trucks and vans. They may also take care of the loading and unloading of cargo.,Company,Hong Seng Group (HSG) is the leader in remanufacturing and rebuilding services in Malaysia. Since 1965, we have been helping businesses in Malaysia and across Asia to succeed, powering their performance through quality products and reliable services.,HSG has grown from an importer and dealer of new and old engines into a supplier of choice, expanding our capabilities with market needs to create outstanding products that deliver impressive results.,Over the years, HSG has built a reputation based on trust – we always deliver on our promises.,Today, the HSG family of companies engages in:,* Remanufacturing industrial engines for marine and generator applications,* Rebuilding vehicles,* Rental of generators, air compressors and welding sets,* Dealership for agricultural machines, spare parts and new vehicles,As the business activities of each company in HSG are closely related to each other, this allows us to synergize our strengths, expertise and resources to the competitive advantage of our customers. The end results are swift, efficient service and exceptional products at lower than market prices.,United by the core values laid down by our founder, Paul Teoh Teng Seng, HSG will continue to empower the operations of businesses across Asia.,-","Not Specified","Not Specified"
2221,"Posted on 27-Feb-22","Eskimo Frozen Food","STORE","","Not Specified","Not Specified","","Full-Time","Manufacturing,Manufacturing","General & Wholesale Trading","1 - 50","Description,* BOLEH BAWA FORKLIFT,* OVERTIME,* EPF/SOCSO,* BOLEH ANGKAT BARANG2 BERAT (DAGING FROZEN),Job Type: Full-time,Company,We are a community focus wholesale and retail trade frozen food with stores located in Kepala Batas Penang. Our company up to 20 emplayees and is well-established with strong management. We are seeking candidates to join our Eskimo up as part of our plan and grow.,-","Not Specified","Not Specified"
2232,"Posted on 11-Mar-22","JABIL CIRCUIT","Material Handler","","Not Specified","Not Specified","","Full-Time","Computer/Information Technology,IT-Hardware","Semiconductor/Wafer Fabrication",NA,"Description,1. Menjalankan proses penerimaan dan pergudangan, termasuk pembungkusan produk mengikut prosedur yang ditetapkan.,2. Mengendalikan peralatan pengendalian bahan; memuatkan dan memunggah bahan serta pergerakan bahan secara dalaman,3. Memastikan pengeluaran bahan mengikut permintaan dan ukuran unit,4. Melakukan inventori secara berkala,Company,Jabil is one of the world’s largest electronic manufacturing services companies, providing customized design, manufacturing, distribution and aftermarket services for some of today’s largest companies and brands. Our global operations encompass over 60 sites on four continents, and employ over 120,000 people.,To ensure our continued financial success and growth, we operate in a variety of markets, including aftermarket services, computing & storage, defense & aerospace, healthcare & instrumentation, industrial & clean tech, materials technology, mobility, networking and telecommunications.,We offer equal employment opportunities to qualified individuals without regard to their race, religion, color, age, national origin, gender, disability and sexual orientation. If you have a quality-first mentality in everything you do and are passionate about achieving results, then Jabil is the place for you.,Other Information,Jabil Global Information Technology (IT) recently attained MSC Malaysia accreditation in Dec 2008.,This important step shows what passionate people can achieve when they combine the same vision and values with hard work.,Jabil Global IT and SCM operations are expanding in Penang.,We have established a key hub at our new location, Penang Services Building (or PSB) to develop, deploy, and support Enterprise IT systems and services.,Its shared services center will be providing Jabil's most critical IT needs for more than 55 locations worldwide.,We are seeking motiv,-","Not Specified","Not Specified"
2233,"Posted on 16-Mar-22","Celestica International","Analyst, Material Pricing","","Not Specified","Not Specified","","","Computer/Information Technology,IT-Software","Manufacturing / Production","2001 - 5000","Req ID: 96511 ,Region: Asia ,Country: Malaysia ,State/Province: Bayan Lepas ,City:  Penang ,Celestica's Global Supply Chain operates as a unified virtual system with our customers and suppliers by acting as seamless extensions of their operations. We offer customized, flexible and integrated supply chain solutions, supported by a global technology platform and a dedicated, market-focused team.,We are currently seeking an ,Analyst, Material Pricing, based out of ,Penang ,to manage material pricing activities within our Capital Equipment segment. ,Responsibilities: ,Accountable for delivering competitive material pricing solutions to support growth and margins as per company objectives.,Typically manages multiple projects across 10+ support employees per project.,Collaborate with global customer unit, customer, program management, business proposal lead, finance and/or sales to determine material pricing strategy. (Awareness),Align on trade-offs between proposal cycle-time, solution precision and scope with clients to deliver agreed to pricing strategy. (Awareness),Project manage supply chain solution with commodity management, costing teams, engineering teams to deliver desired pricing and margin solutions. (Proficient),Prepares material pricing solutions for new business opportunities (bids) and manage ongoing pricing through the lifecycle of the product (re-pricing) including generation of Bill of Material, cost competitive analysis, margin recommendations.  (Proficient),Provide insight and recommendations to support external (customers or suppliers) negotiations.   (Intermediate),Presents proposed solution to key stakeholders.  (Awareness)   ,Perform take-down trends analysis and modeling to leverage insight in service requests.  (Intermediate)  ,Conduct market research and generate product teardowns to enable competitiveness assessments in service request. (Awareness),Provide supply chain internal or external consulting / solutioning. (Awareness),Provide value engineer proposals (Awareness),Develop annual material margin build-up plan, obtain alignment with key stakeholders and proactively project manager during the year. (Proficient),Consolidates, tabulates, analyzes and reports on various commitment and performance metrics as per reporting schedule.  (Intermediate),Proactively drive continuous improvement in margin expansion, cycle-time, pricing competitiveness, pricing tactics and process efficiency. (Intermediate),Requirements: ,Costing / pricing experience in the market segment including industry pricing, technology and market trends.,Strong systems skills, including common office platforms such as MS Office and Access.  Ability to consolidate, manipulate and analyze large quantities of data.,SCM expertise with an understanding of finance and supply chain.,Technically inclined. Able to read BTP drawings and understand different expects of the BTP requirements.,Good communication, negotiation, presentation, client management and influence skills.,Demonstrated ability to handle multiple tasks while maintaining attention to detail and accuracy and working under tight time deadlines.,Demonstrated ability to evaluate, prioritize and problem solve a variety of tasks to exceed client / customer expectations.,Experience:,1 to 3 years of applicable experience ,Education:,Bachelor’s degree in related field (Business or Engineering, i.e. Mechanical engineering for industrial products), or consideration of an equivalent combination of education and experience. Educational requirements may vary.  ,Celestica is an equal opportunity employer. All qualified applicants will receive consideration for employment and will not be discriminated against on any protected status (including race, religion, national origin, gender, sexual orientation, age, marital status, veteran or disability status or other characteristics protected by law).,At Celestica we are committed to fostering an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. Special arrangements can be made for candidates who need it throughout the hiring process. Please indicate your needs and we will work with you to meet them.,COMPANY OVERVIEW:,Celestica (NYSE, TSX: CLS) enables the world’s best brands. Through our recognized customer-centric approach, we partner with leading companies in Aerospace and Defense, Communications, Enterprise, HealthTech, Industrial, Capital Equipment and Energy to deliver solutions for their most complex challenges. As a leader in design, manufacturing, hardware platform and supply chain solutions, Celestica brings global expertise and insight at every stage of product development – from drawing board to full-scale production and after-market services for products from advanced medical devices, to highly engineered aviation systems, to next-generation hardware platform solutions for the Cloud.,Headquartered in Toronto, with talented teams spanning 40+ locations in 13 countries across the Americas, Europe and Asia, we imagine, develop and deliver a better future with our customers.,Celestica would like to thank all applicants, however, only qualified applicants will be contacted.,Celestica does not accept unsolicited resumes from recruitment agencies or fee based recruitment services.,Job Segment:,Pricing, Engineer, Consulting, Supply, Supply Chain Manager, Operations, Engineering, Technology,-","Not Specified","Not Specified"
2236,"Posted 12 hours ago","Armstrong Auto Parts","Sourcing & Vendor Management Assistant Manager","","Not Specified","Not Specified","","Full-Time","Engineering,Mechanical","Manufacturing / Production","501 - 1000","Description,1. To identify and appoint local and overseas suppliers based on QCD requirements.,2. To coordinate initial audit to local supplier to ensure the suppliers meet QCD requirements.,3. To analyse parts price from suppliers based on quotation breakdown and to approve maker layout for new project.,4. To ensure the parts are developed based on specific event timing to meet customer requirements.,5. To evaluate and develop tooling maker for New Product Development and etc.,6. To manage department budget and KPIs,Company,Armstrong Auto Parts Sdn Bhd was established in 1978 to supply components for locally assembled Honda motorcycles. The company has since then growth and expanded its activities to supply parts to other motor vehicle assemblers and also non motor customers. As a member of the Armstrong Group of Companies, we supply quality products to our customers who are some of the world's automotive leaders.,-","Not Specified","Not Specified"
2242,"Posted on 8-Mar-22","NORTH METAL INDUSTRIAL","Purchasing Officer/Executive","","Not Specified","Not Specified","","Full-Time","Manufacturing,Manufacturing","Manufacturing / Production","51 - 200","Description,1. To serve as a window to supplier on the sundry purchase matter,2. Sourcing of new supplier/subcontractor whenever needed,3. To liaise with supplier on quotation, pricing & supply matter,4. Responsible on supplier/subcontractor performance through supplier QMS development,5. Ensure all Requisition Note (R/N) and Purchase Order (P/O) are completed,6. Perform other tasks or duties as assigned,Company,North Metal Industrial Sdn Bhd is a trusted and fast growing tooling & precision metal stamping company located in Perai Industrial Park, Penang Malaysia. We have a total of 41,980 ***** factory land area, consisting of 3 production plants & office.,North Metal Industrial Sdn Bhd is committed to providing high quality products and services to our customers, which is why we work hard to maintain our IATF 16949:2016 and ISO 9001:2015 certifications. Our major industries served are Automotive, Electronic, Electrical, Audio Video, Camera Module, Mechatronic, Medical Product, Powder Coating and Display Racks.,North Metal Industrial Sdn Bhd is a SMI enterprise with 70 manpower. We are looking for individuals with high level of integrity and commitment to join us in a highly challenging and rewarding environment.,-","Not Specified","Not Specified"
2243,"Posted 12 hours ago","BRITISH DENIM SDN. BHD.","Store Assistant (Immediate Vacancy)","","Not Specified","Not Specified","","Full-Time","Sales/Marketing,Retail Sales","",NA,"Description,-At least 1 year related experience,-Able to work independently,-Own transport,-Able to work start immediately,Company,The vision of the company is to become a well known and well respected wholesale fashion company in Malaysia. To achieve this vision, company had established quality policy and objectives to continuously improve our services to meet every client's demand. We also implement improvement programs for all staffs annually.,-","Not Specified","Not Specified"
2257,"Posted on 7-Mar-22","Domino’s Pizza Malaysia","Rider Domino's Simpang Ampat, Penang","","Non-Executive","Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate","1 year","Full-Time","Others,General Work","Food & Beverage / Catering / Restaurant","1001 - 2000","INGIN MENJADI RIDER DOMINO’S?,Hubungi nombor di bawah atau terus ke restoran jika anda memenuhi syarat permohonan.,Store's Address: Simpang Ampat Penang,SYARAT PERMOHONAN :,Warganegara Malaysia,Wajib mempunyai lesen motor (L, B atau B2),Mempunyai motosikal sendiri,Boleh bekerja shift, hujung minggu dan cuti umum,Boleh bertutur Bahasa Melayu,Seorang yang periang, murah senyuman dan pembersih,Mempunyai pengalaman dalam bidang F&B dialu-alukan,Tanggungjawab:,Memuat, mengangkut, dan mengirimkan barang ke pelanggan atau perniagaan dengan selamat, tepat pada masanya.,Mengkaji pesanan sebelum dan selepas penghantaran untuk memastikan pesanan selesai, cajnya betul, dan pelanggan berpuas hati.,Tugas lain yang diberikan,FAEDAH :,Ganjaran sehingga 1600/bulan (Gaji pokok + Doket Penghantaran),Insentif suku tahun sehingga RM 330,Peluang kenaikan pangkat dan kemajuan kerjaya,Faedah insurans,Sumbangan EPF dan SOCSO,Makanan disediakan","Primary/Secondary School/O Level","Low-skilled"
2261,"Posted 12 hours ago","Amove Resouces Sdn Bhd","Mover/ General Worker (Heavy Machine/Relocation)-PERAI","","Not Specified","Not Specified","","Contract","Manufacturing,Maintenance","",NA,"Description,1. Bertanggungjawab untuk packing, unpacking barang-barang pelanggan/ heavy machine dan sebarang kerja melibatkan industrial relocation atau household relocation.,2. Tugas tugas am lain yang akan ditugaskan kepada anda dari masa ke semasa oleh supervisor atau pihak atasan,3. Berdisplin, tepat masa dan patuh kepada arahan yang diberi/ diarah oleh supervisor,4. Melayani Pelanggan dengan baik,5. Lesen memandu forklift digalakkan,Company,We are experts in the moving or relocating of industrial heavy machinery, factory relocations, as well as packing & moving residential homes. We aim to provide services of higher performances and intense focus on excellence in quality, value and flawless execution to fulfill the highest expectation of our customers. We are committed to drive innovativeness towards creating competitive, performance driver, customer focused cultures within our organization to apprehend global business environment.,-","Not Specified","Not Specified"
2262,"Posted on 16-Mar-22","Analog Devices","Assembly Operator 1","","Not Specified","Not Specified","","Full-Time","Engineering,Electronics","Electrical & Electronics","1001 - 2000","Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.,Role & responsibilities:-,Able to perform his/her work in selected process, meeting target output and maintain good quality,Follow per SOP in production line, issue stop/start and mrb for problematic lot,Meeting KPI, to reduce misprocess and reduce wastage,Job Requirement,SPM and above,For positions requiring access to technical data, Analog Devices, Inc. may have to obtain export  licensing approval from the U.S. Department of Commerce - Bureau of Industry and Security and/or the U.S. Department of State - Directorate of Defense Trade Controls.  As such, applicants for this position – except US Citizens, US Permanent Residents, and protected individuals as defined by 8 U.S.C. 1324b(a)(3) – may have to go through an export licensing review process., Analog Devices, Inc. is an Equal Opportunity Employer Minorities/Females/Vet/Disability,Education Level,: High School Diploma/GED/Leaving Certificate ,Travel Required,: No,-","Not Specified","Not Specified"
2263,"Posted on 16-Mar-22","Intel","Penang Advanced Packaging Engineering Group Leader","","Not Specified","Not Specified","","","Manufacturing,Manufacturing","Semiconductor/Wafer Fabrication","> 5000","Penang Advanced Packaging Engineering Group Leader,Job Description,Intel's recently announced IDM 2.0 strategy includes a plan to significantly expand the manufacturing network, establishing new capacity and capability to meet the accelerating global demand for semiconductors.,The Disaggregated Manufacturing Organization (DMO) will play an important role in this strategy, leveraging Intel's Advanced Packaging technology portfolio to deliver leadership products.,To enable this ramp, DMO is building an Advanced Packaging manufacturing facility in Malaysia, increasing its investment in this region which has been a critical part of Intel's supply chain for nearly five decades.,Join the Intel Malaysia Advanced Packaging team where you will be instrumental in developing and ramping some of Intel's newest Advanced Packaging technologies and help us realize Intel's vision to create and extend computing technology to connect and enrich the lives of every person on Earth.,Responsibilities will include, but are not be limited to:,As a manager, set priorities for the team, get results across boundaries, ensure an inclusive work environment, develop employees, and manage performance.,Plans, provides resources for and directs activities in engineering function to meet schedules, standards, and cost. Cultivates and reinforces appropriate group values, norms and behaviors.,Identifies and analyzes problems, plans, tasks, and solutions.,Provides guidance on employee development, performance, and productivity issues.,Plans and schedules daily tasks, uses judgement on a variety of problems requiring deviation from standard practices.,Inadequacies and erroneous decisions would cause moderate inconvenience and expense.,Qualifications,The candidate:,Has a proven track record as a strong leader with high technical and analytical skills.,Has strong knowledge in structured problem-solving methods, a good understanding of statistical data analysis and techniques, planning and prioritization, influencing others, and strong communication skills.,Is a team player with a high level of synergy w/ virtual factory peers,Is proficient in the fundamentals of factory operations, process/materials/equipment interaction, change control, pcs, and quality systems.,The candidate must have a minimum of 5 years direct factory experience with a strong technical background.,Educational requirements include at minimum a B.S. in an Engineering or Physics/Chemistry/Material Science related field, with M.S. or Ph.D. considered a plus.,Candidate must have engineering management experience and a detailed understanding of model-based problem solving as well as process control systems and methodologies.,Inside this Business Group,As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art -- from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support.  Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.,Work Model for this Role,This role will require an on-site presence.,MYExperienced HireJR0212484PenangTechnology and Manufacturing,-","Not Specified","Not Specified"
2267,"Posted 9 hours ago","ELEKPO TECHNOLOGY","LORRY DRIVER","","Not Specified","Not Specified","","Full-Time","Others,General Work","Others",NA,"Description,Driver hendak yang bertanggungjawab dan rajin. Memerlu lorry driver yang boleh outstation. Kerja Check & maintain the lorry is in good condition.,Fiber Works,- Fiber Puller,- Fiber Optic Splicer,Lorry Driver,- Lisen GDL & E,Company,We are a northen malaysia company underground job for Horizontal Directional Drilling (HDD) MicroTrenching , telecommunications ducting works, includes installation of underground pipes, utilities and fiber pulling job.,-","Not Specified","Not Specified"
2269,"Posted on 16-Mar-22","SONG SONG FROZEN FOOD SDN. BHD.","Stock keeper","","Not Specified","Not Specified","","Full-Time","Manufacturing,Quality Assurance","Manufacturing / Production","1 - 50","Description,Stock keeper, stock recording, excel operation,Company,SONG SONG FROZEN FOOD SDN BHD was established in 2020. Our company produce different type of pork processed food, such as special minced pork, penang lobak, shabu-shabu, fermented bean curd pork, etc……,Since, we adhere to present the best product with quality to our customer, our products need to pass numerous challenge or barriers before it produced and present to our customer.,Our products are emphasizing on quality, convenience, delicious and satisfaction of our customer. We won’t stop our hard work to continue research and development in different variety of quality products\u000b,-","Not Specified","Not Specified"
2273,"Posted on 15-Mar-22","Berjayapak","Production Planning Manager","","Not Specified","Not Specified","","Full-Time","Manufacturing,Manufacturing","Manufacturing / Production","201 - 500","Description,A detail-oriented and experienced in production planning to create, modify and manage production schedules.,The planning manager’s responsibilities include monitoring inventory levels, regularly providing production status updates to Management, and facilitating the timely delivery of products to customers.,He/she should also be able to closely monitor the production processes to ensure that job orders are completed on time and within budget. Must be knowledgeable of material requirements planning and able to manage production deadlines.,Should demonstrate excellent time management, organizational, and problem-solving skills to ensure that production operations run smoothly.,Company,Sustainability For Our People & Place,Creating a better planet starts with creating a livable community for our people. As a responsible business, we take the lead to start with our people and the place we live and work in.,Sustainability in the workplace isn’t just a concept – it truly encourages better collaboration with our customers, healthier workspaces for our employees and a kinder community for everyone.,Our initiatives don’t just stop with our employees and the people who work with us; it extends to the community around us.,We believe in giving back especially to the children of the local community. In the long run, we envision a more resilient and economically-enabled generation, improving the lives of all in the process.,-","Not Specified","Not Specified"
