posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Cargo Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Banking / Financial Services,
Posted on 24-Feb-22,Intel,PSG Customer Operations Support,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 9-Mar-22,PAN-INTERNATIONAL ELECTRONICS S/,Production Operator,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,1001 - 2000 Employees
Posted on 7-Mar-22,UST Global,Associate I - VLSI,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Software","Consulting (IT, Science, Engineering & Technical)",More than 5000 Employees
Posted on 23-Feb-22,CITY ZONE EXPRESS,Storekeeper/Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Transportation / Logistics,51 - 200 Employees
Posted on 8-Mar-22,SKY RESOURCES,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Manufacturing / Production,201 - 500 Employees
Posted on 4-Mar-22,WKK trading,General Worker,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Telesales/Telemarketing",Retail / Merchandise,
Posted on 1-Mar-22,SRI TANJUNG MEDICARE,Operation Manager,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Hotel/Tourism",Healthcare / Medical,51 - 200 Employees
Posted on 24-Feb-22,PRODELCON,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 8-Mar-22,Ferummas Precision Engineering,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 1-Mar-22,QEL SHIPPING SERVICES,Customer Service Officer,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Transportation / Logistics,1 - 50 Employees
Posted on 9-Mar-22,VENTURE ELECTRONICS SERVICES,Administration Assistant,,Not Specified,Not Specified,,Part-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,1001 - 2000 Employees
Posted on 4-Mar-22,PLB Engineering,Senior Despatch Clerk cum Driver,,Not Specified,Not Specified,,Contract,"Manufacturing,Maintenance",Construction / Building / Engineering,1 - 50 Employees
Posted on 5-Mar-22,Inventec Appliances,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 4-Mar-22,Pan Malaysian Pools,Sales Operator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Others,201 - 500 Employees
Posted on 8-Mar-22,UIS Technologies,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,CCB Medical Devices,Production Operator,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,WESTLITE DORMITORY (BUKIT MINYAK),HOSTEL RESIDENT ADVISOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Consulting (Business & Management),51 - 200 Employees
Posted on 10-Mar-22,TRANSPAK PENANG,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 24-Feb-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"CUSTOMER SERVICE CLERK (SIMPANG EMPAT, PENANG)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 7-Mar-22,Bosch,Lean / BPS Expert,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,1001 - 2000 Employees
Posted on 9-Mar-22,Jabil,IC SUPERVISOR I,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,SP WEIGHING SYSTEMS (PG),Techician,,Not Specified,Not Specified,,Full-Time,"Others,General Work",,
Posted 12 hours ago,yunly express,Operation Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted on 9-Mar-22,Jabil,Material Handler III,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 8 hours ago,Analog Devices,Assembly Operator,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,1001 - 2000 Employees
Posted 12 hours ago,Micron Semiconductors,Intern - Supply Chain Engineer,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 8-Mar-22,Keysight Technologies,Customer Serv Ops Associate (Mandarin speaking),,Not Specified,Not Specified,,Temporary,"Services,Customer Service",Electrical & Electronics,2001 - 5000 Employees
Posted 11 hours ago,Lam Research,Expeditor 3,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 11 hours ago,PROFORALL SECURITY SERVICES & CONSULTANCY,OPERATION EXECUTIVE,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",,
Posted on 11-Mar-22,Aviatron,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Aerospace / Aviation / Airline,201 - 500 Employees
Posted 11 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Chargeman,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,NM CONNECTOR,Operation Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,Jabil,MATERIAL HANDLER III,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,Optimum Fluids Marketing,Lorry Driver,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Retail / Merchandise,1 - 50 Employees
Posted 11 hours ago,JLL Malaysia,Production Clerk,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Property / Real Estate,51 - 200 Employees
Posted 12 hours ago,LONGCANE INDUSTRIES,FACTORY WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 10-Mar-22,Opulent Solutions,Warehouse Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,yunly express,Operation Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,ATIEF DESIGN GLOBAL SDN. BHD.,PRODUCTION ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 11 hours ago,CARPIN FURNITURE INDUSTRIES,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,MDS Advance Sdn. Bhd,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Lam Research,Business Function Intern,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 11-Mar-22,HIN LIM FURNITURE MANUFACTURER,Pemandu Forklift,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,51 - 200 Employees
Posted on 8-Mar-22,MCC Labels (Pg),Storehand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Material Controller,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,POLYPLAS,Production clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,LVIO Precision Sdn.Bhd.(Penang),PLANNER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted 12 hours ago,Simfur Design Sdn Bhd,SENIOR CARPENTER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 21-Feb-22,Prangin Mall-JMB,Customer Service Assistant,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Services,Customer Service",Property / Real Estate,1 - 50 Employees
Posted on 16-Feb-22,Venture Electronics Services (Malaysia) Sdn. Bhd.,Process Engineering Manager (Penang based),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",6 years,Full-Time,"Engineering,Electronics",Manufacturing / Production,1001 - 2000 Employees
Posted on 23-Feb-22,Bullzen Sport (Malaysia) Sdn Bhd,Graphic Designer cum Event Planner,"MYR 2,500 - MYR 4,000",Senior Executive,Professional Certificate,3 years,Full-Time,"Arts/Media/Communications,Arts/Creative Design",Sports,1 - 50 Employees
Posted on 4-Mar-22,Domino’s Pizza Malaysia,"Krew Domino's Kepala Batas, Penang","MYR 1,100 - MYR 1,540",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted on 14-Feb-22,Yosogo Writing Instrument Sdn Bhd,Production Supervisor,"MYR 2,400 - MYR 3,000",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 18-Feb-22,Tek Seng Sdn Bhd,Purchaser,"MYR 2,400 - MYR 3,000",Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Polymer / Plastic / Rubber / Tyres,201 - 500 Employees
Posted on 1-Mar-22,Agilent Technologies LDA Malaysia Sdn. Bhd.,R&D Project Manager,,Manager,Not Specified,8 years,Full-Time,"Engineering,Electronics",Electrical & Electronics,501 - 1000 Employees
Posted on 14-Feb-22,Micron Memory Malaysia Sdn Bhd,Assembly Shift MFG Supervisor,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 15-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Production Supervisor - (obd2hfwr-obd2hfwr),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 23-Feb-22,PERFECT DIRECTION AGENCY,Customer Sales Executive (Exp/ Intern) Immediate,"MYR 2,500 - MYR 5,000",Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Sales/Marketing,Retail Sales",Insurance,1 - 50 Employees
Posted on 19-Feb-22,Plexus Manufacturing Sdn Bhd,Program Management Executive ( 2-5 Years Experiences) -Based Penang,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 4-Mar-22,TAPAU FOOD SOLUTION,Rider Full Time,,Non-Executive,Not Specified,,Full-Time,"Others,General Work",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 16-Feb-22,Agensi Pekerjaan Career Wise Sdn Bhd,Purchasing Administrator,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 24-Feb-22,Jabil Circuit Sdn Bhd,Business Unit Program Manager (Bayan Lepas),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,More than 5000 Employees
Posted on 16-Feb-22,Opulent Solutions Sdn Bhd,Material Planner,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 16-Feb-22,Oriental Fastech Manufacturing Sdn Bhd,PRODUCTION MANAGER,"MYR 5,500 - MYR 10,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 14-Feb-22,Opulent Solutions Sdn Bhd,Buyer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 17-Feb-22,Benchmark Electronics IPO Division,"Manager, Purchasing",,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",7 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
Posted on 15-Feb-22,Jabil Circuit Sdn Bhd,Global Material Quote Analyst,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 17-Feb-22,Micron Memory Malaysia Sdn Bhd,POM Tactical Planner (Fresh Graduate),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 16-Feb-22,Greatech Integration (M) Sdn Bhd,Buyer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 14-Feb-22,Agensi Pekerjaan Career Wise Sdn Bhd,E-Commerce Fulfillment Executive (Order Process),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
Posted on 14-Feb-22,GDT SDN. BHD.,ASSISTANT / OPERATION MANAGER,"MYR 7,000 - MYR 9,800",Senior Executive,Not Specified,8 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 15-Feb-22,JM MOTOR SERVICES SDN BHD,PARTS CONTROLLER,,Junior Executive,Not Specified,,Full-Time,"Engineering,Mechanical",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 17-Feb-22,ASM Front-End Manufacturing Singapore Pte Ltd,"Senior Commodity Specialist (based in Penang, Malaysia)",,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 14-Feb-22,Benchmark Electronics IPO Division,Buyer,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
Posted on 5-Mar-22,MUTIARA BERSATU ENTERPRISE,Storekeeper,"MYR 1,400 - MYR 2,200",Entry Level,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Master's Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 3-Mar-22,KHC Spring Corporation (M) Sdn Bhd,Jn. Production Operator/Machine Technician,"MYR 1,500 - MYR 1,800",Non-Executive,Primary/Secondary School/O Level,3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 18-Feb-22,Tek Seng Sdn Bhd,Planner Cum Data Entry Clerk,"MYR 2,900 - MYR 3,200",Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,201 - 500 Employees
Posted on 4-Mar-22,UNISYNC SDN BHD,Operator pengeluaran,"MYR 1,200 - MYR 1,680",Entry Level,Primary/Secondary School/O Level,1 year,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 2-Mar-22,Joyous Coffee Shop,Kopitiam helper,"MYR 1,300 - MYR 1,500",Non-Executive,Not Specified,,Full-Time,"Others,General Work",Food & Beverage / Catering / Restaurant,
Posted on 3-Mar-22,Amphenol TCS (M) Sdn Bhd,Assistant Buyer,,Entry Level,Not Specified,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 9-Mar-22,Bollore Logistics Malaysia Sdn Bhd,Sales Manager (Penang Branch),,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted on 4-Mar-22,People Pathfinders Sdn Bhd,Acting Branch Manager,"MYR 12,000 - MYR 18,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",15 years,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
Posted on 11-Mar-22,Western Digital,Senior Contract Manufacturing Production Planner,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 2-Mar-22,Kemikon Sdn. Bhd.,Purchasing Executive,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 12-Mar-22,Jora Jobs,Branch Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
